0.100000	0.595819
0.200000	0.119569
0.300000	0.666478
0.400000	0.855321
0.500000	1.066311
0.600000	1.017799
0.700000	0.908337
0.800000	1.047260
0.900000	0.799784
1.000000	0.647791
1.100000	0.514030
1.200000	0.387020
1.300000	0.217655
1.400000	0.152061
1.500000	0.190721
1.600000	0.540205
1.700000	0.678940
1.800000	0.950064
1.900000	1.428632
2.000000	1.694343
2.100000	2.085988
2.200000	2.340589
2.300000	3.094544
2.400000	3.738394
2.500000	4.237321
2.600000	4.016820
2.700000	4.139000
2.800000	3.774400
2.900000	3.348975
3.000000	2.963647
3.100000	2.510629
3.200000	2.486165
3.300000	1.869802
3.400000	1.429904
3.500000	1.260323
3.600000	0.852279
3.700000	0.679466
3.800000	0.448017
3.900000	0.237582
4.000000	0.184054
4.100000	0.273854
4.200000	0.239817
4.300000	0.332248
4.400000	0.710771
4.500000	0.697662
4.600000	0.702097
4.700000	0.795889
4.800000	0.894713
4.900000	0.953361
5.000000	1.066949
5.100000	1.040552
5.200000	1.092867
5.300000	1.091615
5.400000	1.187782
5.500000	1.185071
5.600000	1.181949
5.700000	1.271275
5.800000	1.292340
5.900000	1.288660
6.000000	1.254138
6.100000	1.311128
6.200000	1.321989
6.300000	1.350700
6.400000	1.330200
6.500000	1.359663
6.600000	1.342406
6.700000	1.392269
6.800000	1.380247
6.900000	1.384619
7.000000	1.393398
7.100000	1.417362
7.200000	1.433270
7.300000	1.388114
7.400000	1.391204
7.500000	1.403199
7.600000	1.405741
7.700000	1.412248
7.800000	1.419682
7.900000	1.432230
8.000000	1.403073
8.100000	1.407693
8.200000	1.404360
8.300000	1.410215
8.400000	1.407710
8.500000	1.394742
8.600000	1.372656
8.700000	1.391387
8.800000	1.413105
8.900000	1.419593
9.000000	1.358557
9.100000	1.369183
9.200000	1.401789
9.300000	1.402378
9.400000	1.388936
9.500000	1.371116
9.600000	1.355295
9.700000	1.371871
9.800000	1.367129
9.900000	1.387581
10.000000	1.356301
