23	52
24	52
24	53
25	52
26	50
26	52
26	106
27	42
27	48
27	49
27	52
27	54
27	55
27	106
28	42
28	50
28	51
28	53
28	106
29	43
29	49
29	52
29	53
29	107
30	42
30	43
30	53
30	108
30	109
31	43
31	52
31	54
31	56
31	107
31	112
32	43
32	50
32	51
32	53
32	55
32	107
32	111
33	37
33	38
33	42
33	52
33	54
33	108
33	109
33	111
34	37
34	39
34	40
34	41
34	42
34	43
34	44
34	53
34	98
34	110
34	112
34	121
35	36
35	42
35	45
35	54
35	59
35	96
35	98
35	111
35	122
36	42
36	44
36	46
36	48
36	49
36	55
36	56
36	57
36	58
36	96
36	97
36	99
36	100
36	109
36	112
36	120
36	122
36	123
36	138
36	143
37	43
37	47
37	50
37	55
37	98
37	99
37	102
37	110
37	112
37	113
37	121
37	123
37	139
37	142
38	46
38	48
38	49
38	52
38	55
38	56
38	100
38	101
38	109
38	111
38	118
38	120
38	124
38	137
38	140
38	141
39	49
39	51
39	54
39	77
39	102
39	112
39	117
39	119
39	134
39	137
39	139
40	46
40	50
40	51
40	52
40	54
40	61
40	76
40	103
40	112
40	116
40	134
40	137
40	138
41	44
41	46
41	47
41	49
41	53
41	61
41	76
41	89
41	102
41	112
41	115
41	134
41	135
41	136
42	45
42	46
42	48
42	50
42	53
42	61
42	77
42	88
42	98
42	102
42	113
42	114
42	132
42	133
42	136
42	137
43	44
43	48
43	54
43	58
43	60
43	62
43	71
43	76
43	78
43	87
43	99
43	101
43	103
43	115
43	130
43	131
44	41
44	42
44	43
44	50
44	53
44	55
44	57
44	58
44	59
44	72
44	77
44	79
44	87
44	88
44	90
44	99
44	100
44	102
44	116
44	127
44	129
45	44
45	49
45	51
45	52
45	56
45	73
45	74
45	75
45	76
45	86
45	88
45	90
45	98
45	101
45	116
45	118
45	120
45	128
46	43
46	50
46	55
46	56
46	71
46	73
46	89
46	100
46	101
46	117
46	119
46	123
46	128
47	42
47	44
47	57
47	70
47	72
47	73
47	90
47	99
47	101
47	105
47	106
47	118
47	124
47	125
47	127
47	129
48	45
48	57
48	58
48	62
48	64
48	69
48	70
48	72
48	90
48	92
48	102
48	104
48	117
48	119
48	124
48	126
49	58
49	62
49	63
49	67
49	68
49	71
49	91
49	94
49	103
49	118
49	122
49	124
49	149
50	57
50	58
50	61
50	62
50	68
50	70
50	72
50	91
50	93
50	103
50	119
50	121
50	122
50	123
50	145
50	146
50	148
51	58
51	62
51	69
51	92
51	93
51	103
51	110
51	118
51	119
51	120
51	128
51	129
51	147
51	148
52	59
52	61
52	63
52	64
52	65
52	68
52	75
52	76
52	93
52	94
52	100
52	102
52	109
52	111
52	121
52	128
52	138
52	146
52	147
53	52
53	60
53	66
53	68
53	74
53	76
53	92
53	97
53	100
53	102
53	106
53	109
53	110
53	120
53	123
53	124
53	127
53	132
53	139
53	145
54	52
54	57
54	58
54	59
54	61
54	66
54	67
54	70
54	72
54	73
54	75
54	77
54	92
54	93
54	97
54	101
54	106
54	108
54	120
54	124
54	126
54	131
54	133
54	140
54	145
55	53
55	54
55	56
55	59
55	60
55	66
55	71
55	77
55	93
55	96
55	97
55	100
55	107
55	119
55	124
55	125
55	128
55	129
55	130
55	141
55	145
56	48
56	51
56	52
56	55
56	59
56	60
56	65
56	67
56	71
56	93
56	94
56	95
56	96
56	98
56	101
56	104
56	106
56	120
56	121
56	124
56	126
56	127
56	131
56	140
56	145
57	49
57	50
57	55
57	64
57	68
57	71
57	73
57	92
57	95
57	99
57	101
57	105
57	119
57	122
57	124
57	125
57	131
57	139
57	140
57	143
57	144
57	146
58	49
58	54
58	67
58	69
58	72
58	96
58	100
58	105
58	121
58	122
58	123
58	124
58	139
58	144
58	145
58	147
59	52
59	53
59	54
59	66
59	70
59	71
59	78
59	95
59	99
59	101
59	104
59	106
59	123
59	128
59	140
59	142
59	143
60	54
60	72
60	73
60	76
60	77
60	94
60	96
60	97
60	99
60	101
60	104
60	105
60	124
60	128
60	141
60	150
60	151
61	51
61	52
61	53
61	61
61	74
61	76
61	98
61	100
61	103
61	105
61	107
61	121
61	122
61	123
61	125
61	126
61	127
61	142
61	149
61	152
